record_no,syszone,use_type,inst_date,material,joint,joint_type,cathodic,diameter,length_ft
429,541402,dist,7/1/1948,AC,,,,4,673.1416311
430,572600,dist,7/1/1924,AC,B&S,rigid,,7,705.7099307
431,571800,dist,11/1/1993,CI,Caulked,rigid,,3,337.2143991
432,554521,dist,6/1/1954,AC,B&S,rigid,,10,194.0772987
433,570901,dist,7/1/1966,DI,,,,12,366.5382252
434,570902,dist,9/1/1973,CI,Rubber Gasket,flexible,,6,146.6145669
435,570701,dist,7/1/1968,CI,Rubber Gasket,flexible,,9,274.8641109
436,554515,dist,4/1/1957,CI,,,Y,15,150.7968674
437,554522,dist,2/1/1942,CI,Caulked,rigid,,2,258.9150567
439,570901,dist,12/1/1928,CI,Caulked,rigid,Y,7,108.639694
440,554515,dist,3/1/1951,STL,Gas welded,brittle,Y,6,223.6601215
441,554522,dist,7/1/1958,CI,,,Y,6,368.1396736
443,570901,dist,6/1/1930,CI,Caulked,rigid,Y,5,137.4266945
444,555002,dist,9/1/1969,DI,EQ joint,robust,,3,251.076198
445,555106,dist,3/1/1943,CI,Caulked,rigid,Y,9,150.8183333
446,555002,dist,8/1/1944,CI,Caulked,rigid,Y,11,393.8793776
447,555107,dist,12/1/1943,CI,,,,7,68.36955923
448,573402,dist,12/1/1916,CI,Caulked,rigid,,12,122.9980522
449,570703,dist,5/1/1950,AC,B&S,rigid,,11,84.24302962
450,555002,dist,8/1/1972,STL,Gas welded,brittle,,15,243.5960622
451,555001,dist,4/1/1951,STL,Gas welded,brittle,Y,1,51.03780679
452,553000,dist,7/1/1937,CI,Caulked,rigid,Y,8,167.3888256
453,573601,dist,11/1/1975,CI,Caulked,rigid,,3,496.9202621
454,551201,dist,1/1/1961,DI,,,,5,124.4374546
455,551201,dist,1/1/1954,CI,Caulked,rigid,Y,2,140.2168668
456,551700,dist,6/1/1937,STL,Arc-welded,robust,,7,213.3232456
457,542602,dist,3/1/1956,CI,,,Y,9,229.8713467
458,542602,dist,8/1/1935,CI,Rubber Gasket,flexible,Y,5,626.0575822
459,542601,dist,12/1/2010,CI,Caulked,rigid,,14,559.0015269
460,551700,dist,6/1/1981,DI,EQ joint,robust,,11,173.0618643
462,553901,dist,9/1/1928,CI,Caulked,rigid,,9,38.78804224
464,554519,dist,10/1/1942,CI,,,,1,199.7467954
465,570203,dist,11/1/1958,CI,Caulked,rigid,Y,4,112.8507344
466,536102,dist,6/1/2015,CI,Rubber Gasket,flexible,,14,670.732927
467,553901,dist,8/1/2001,CI,Caulked,rigid,,13,359.2549356
468,554001,dist,5/1/1951,DI,,,,3,463.8781645
469,570703,dist,6/1/1963,DI,,,,10,664.7798726
470,554521,dist,3/1/1950,STL,Gas welded,brittle,,11,126.3020677
471,554521,dist,11/1/1921,CI,Caulked,rigid,Y,5,252.9002682
472,542104,dist,6/1/1983,CI,Rubber Gasket,flexible,,9,198.1116876
473,554513,dist,5/1/1982,CI,Caulked,rigid,,7,160.5002135
474,551501,dist,5/1/1971,CI,Caulked,rigid,Y,6,481.5557411
475,551501,dist,1/1/2004,DI,,,,7,251.2935767
476,551501,dist,3/1/1962,CI,Caulked,rigid,,8,200.7195208
477,554516,dist,7/1/1956,CI,Caulked,rigid,Y,24,193.5477954
478,577900,dist,11/1/1900,DI,EQ joint,robust,,8,118.1522384
479,554403,dist,11/1/1935,DI,,,,12,705.4482609
480,554405,dist,9/1/1934,CI,Caulked,rigid,,7,675.0771332
482,554521,dist,2/1/1939,CI,,,,11,72.56400119
483,542401,dist,1/1/1969,CI,Caulked,rigid,Y,2,54.88514845
484,554514,dist,6/1/2015,DI,EQ joint,robust,,2,210.8681636
485,554302,dist,12/1/1948,STL,Gas welded,brittle,,4,330.8588088
486,554514,dist,12/1/1921,DI,,,,24,115.0340918
487,555202,dist,6/1/1939,CI,Caulked,rigid,Y,1,69.38988335
488,554519,dist,3/1/1946,CI,,,Y,12,153.7641277
489,543304,dist,6/1/1960,CI,Rubber Gasket,flexible,,2,548.8560562
490,543304,dist,2/1/1938,CI,Caulked,rigid,,12,192.1136575
491,543201,dist,11/1/1977,CI,Rubber Gasket,flexible,,16,807.0295053
492,555106,dist,9/1/1953,DI,,,,5,192.5574176
493,555211,dist,5/1/1918,STL,Arc-welded,robust,Y,22,825.1511391
496,555211,dist,11/1/1931,CI,Caulked,rigid,,11,404.54561
498,542501,dist,3/1/2005,DI,,,,8,93.02582479
500,554513,dist,1/1/1985,CI,Caulked,rigid,,4,102.9138468
501,541801,dist,9/1/1989,CI,Caulked,rigid,,8,352.0915278
502,571300,dist,7/1/1968,CI,,,,10,1208.112947
503,536102,dist,6/1/1984,CI,Caulked,rigid,,1,141.1203491
504,110007,dist,2/1/1973,AC,B&S,rigid,,3,653.5102319
505,110006,dist,10/1/1955,AC,B&S,rigid,,7,786.926875
506,553702,dist,5/1/1911,CI,Caulked,rigid,,9,222.5181422
507,110111,dist,7/1/1963,CI,Caulked,rigid,,1,229.8670804
509,554515,dist,12/1/1921,CI,Caulked,rigid,,1,260.5663693
510,554515,dist,2/1/1951,CI,Caulked,rigid,Y,2,63.66238348
511,578100,dist,11/1/1962,CI,Rubber Gasket,flexible,,9,366.5263192
512,578000,dist,11/1/1969,CI,Caulked,rigid,Y,3,813.0103037
513,572301,dist,11/1/1965,STL,Arc-welded,robust,Y,19,302.0202327
514,572600,dist,8/1/1953,STL,Arc-welded,robust,,10,283.3125148
515,110111,dist,12/1/1977,DI,,,,10,385.2866012
516,551201,dist,4/1/1991,HDPE,Fused,robust,,23,475.6378968
517,551300,dist,12/1/1965,CI,Caulked,rigid,Y,1,501.3612803
518,551700,dist,9/1/2017,CI,,,,14,249.3540328
520,110117,dist,10/1/1936,CI,Caulked,rigid,,7,81.02238515
521,572301,dist,1/1/1978,CI,Rubber Gasket,flexible,,9,494.3033512
522,572301,dist,1891-1-1,CI,Caulked,rigid,,19,424.0926558
523,577605,dist,8/1/1944,AC,,,,8,617.9295454
524,542502,dist,12/1/1948,CI,Caulked,rigid,,10,363.2261185
525,554514,dist,7/1/1951,CI,Caulked,rigid,,11,72.90930159
526,570404,dist,12/1/1976,CI,Caulked,rigid,,1,239.2938101
527,541604,dist,8/1/2017,STL,,,,2,499.0027729
528,570402,dist,5/1/1929,CI,Caulked,rigid,Y,1,358.0773837
529,577700,dist,11/1/1997,CI,Caulked,rigid,,2,210.3305576
530,552700,dist,3/1/1925,DI,,,,16,688.1240398
531,553000,dist,5/1/1989,DI,Rubber Gasket,flexible,,9,84.57653806
532,540501,dist,2/1/1907,CI,Caulked,rigid,Y,8,121.8192435
533,540501,dist,4/1/1978,CI,Rubber Gasket,flexible,,4,437.2700314
534,575201,dist,10/1/1949,CI,Caulked,rigid,Y,19,92.10995064
535,574400,dist,3/1/1918,CI,Caulked,rigid,,7,309.7863594
536,574300,dist,7/1/1933,STL,,,Y,11,258.3779904
537,574300,dist,7/1/1943,CI,Caulked,rigid,,4,270.9702023
538,571102,dist,12/1/1973,CI,,,,12,604.2209504
539,573601,dist,8/1/1978,AC,B&S,rigid,,9,565.446373
540,573601,dist,5/1/1944,STL,Arc-welded,robust,,7,201.9995233
541,571101,dist,6/1/1940,CI,,,Y,3,376.2971469
542,574901,dist,11/1/2001,CI,Caulked,rigid,,9,312.1784611
543,110117,dist,3/1/1971,AC,B&S,rigid,,2,210.7954234
544,110117,dist,6/1/1984,DI,,,,10,124.1083452
545,544001,dist,3/1/1933,CI,Caulked,rigid,Y,20,828.6236681
546,553802,dist,9/1/1912,CI,Caulked,rigid,Y,10,374.5899112
547,553802,dist,5/1/1977,DI,,,,3,804.2726817
548,544002,dist,4/1/1998,CI,Caulked,rigid,,8,462.169073
549,570402,dist,4/1/1900,STL,,,Y,17,356.6993176
550,110117,dist,4/1/1969,DI,EQ joint,robust,,8,288.9392539
551,542105,dist,5/1/1945,CI,Caulked,rigid,Y,1,816.8785208
552,543322,dist,12/1/1958,STL,Gas welded,brittle,Y,16,66.03284263
553,543304,dist,3/1/1956,CI,,,,4,292.2528959
554,543304,dist,2/1/1953,AC,B&S,rigid,,6,282.3842394
555,543304,dist,11/1/1916,CI,Caulked,rigid,,3,231.904297
556,555107,dist,7/1/1949,CI,Caulked,rigid,Y,13,770.6533421
557,555107,dist,8/1/1946,CI,,,,11,350.0498214
558,110108,dist,2/1/1953,CI,,,,6,128.9242848
559,110117,dist,1/1/1999,CI,Caulked,rigid,,5,62.54075996
560,542602,dist,5/1/1997,CI,Caulked,rigid,,14,278.5630872
561,543322,dist,4/1/1972,DI,,,,7,439.0659903
562,980025,dist,12/1/1973,CI,Caulked,rigid,,11,275.4876635
563,543322,dist,1/1/1953,CI,Caulked,rigid,Y,3,702.1498866
564,571504,dist,4/1/1986,CI,Caulked,rigid,,12,828.7892884
565,570303,dist,7/1/1967,CI,Caulked,rigid,Y,10,598.2067736
566,552100,dist,12/1/2007,CI,,,,4,217.7335072
567,571300,dist,3/1/1938,CI,,,Y,1,724.7874313
568,571400,dist,2/1/1941,CI,,,Y,7,174.4519393
569,571102,dist,3/1/1976,AC,B&S,rigid,,9,433.5008411
570,553601,dist,11/1/1945,AC,B&S,rigid,,3,93.44654525
571,110117,dist,4/1/1925,CI,Caulked,rigid,Y,13,69.95137694
572,555202,dist,10/1/1970,CI,,,,23,525.2860334
573,573902,dist,8/1/1999,CI,Caulked,rigid,,1,528.8498387
575,554201,dist,7/1/1933,CI,Rubber Gasket,flexible,,3,348.9523146
577,554204,dist,7/1/1938,CI,Caulked,rigid,Y,9,260.0948693
578,554301,dist,2/1/1908,CI,Rubber Gasket,flexible,Y,12,294.0225716
579,554204,dist,5/1/1939,DI,Rubber Gasket,flexible,,3,275.7697884
580,570202,dist,3/1/1939,CI,Caulked,rigid,Y,1,98.9982047
581,570202,dist,5/1/1941,CI,Caulked,rigid,Y,2,208.2340949
582,573401,dist,4/1/1932,CI,Caulked,rigid,Y,10,389.3781854
583,570503,dist,9/1/1954,CI,,,,6,319.528605
584,110117,dist,9/1/1936,STL,Arc-welded,robust,Y,23,370.3996914
585,570601,dist,4/1/1962,CI,Rubber Gasket,flexible,,20,1049.549439
586,572001,dist,12/1/1936,CI,,,Y,11,862.3454046
587,571900,dist,12/1/1924,DI,Rubber Gasket,flexible,,2,396.6021313
588,571900,dist,7/1/1973,DI,EQ joint,robust,,9,353.7425263
589,573401,dist,11/1/1950,CI,Caulked,rigid,Y,5,207.4710575
590,573202,dist,12/1/1989,CI,Caulked,rigid,,9,805.6660957
591,570202,dist,7/1/2012,CI,Caulked,rigid,,9,550.6155999
592,570202,dist,6/1/1932,STL,Gas welded,brittle,Y,2,81.21096466
593,543000,dist,5/1/1987,CI,Caulked,rigid,,7,393.4974028
594,541500,dist,4/1/1951,CI,,,,10,244.3844397
595,541402,dist,10/1/1951,CI,Caulked,rigid,Y,8,759.4996497
596,542601,dist,12/1/1940,CI,Caulked,rigid,Y,17,423.601051
597,542602,dist,8/1/1968,CI,Caulked,rigid,Y,4,831.670124
598,542601,dist,8/1/1902,CI,,,Y,10,88.34449165
599,574400,dist,11/1/1918,CI,Caulked,rigid,Y,13,183.4682589
600,553701,dist,6/1/1978,CI,Caulked,rigid,,3,242.9531822
601,570701,dist,5/1/1940,CI,Caulked,rigid,,8,271.1265691
602,570001,dist,1/1/1908,CI,Caulked,rigid,Y,1,329.6563903
603,574300,dist,3/1/1967,CI,Caulked,rigid,Y,22,440.4140823
604,574300,dist,1/1/1952,CI,,,,1,94.47937883
605,574300,dist,3/1/1944,CI,Caulked,rigid,Y,11,309.1337893
606,571102,dist,12/1/1930,CI,Caulked,rigid,,12,399.3715996
607,573700,dist,12/1/1936,CI,Caulked,rigid,Y,5,1199.535493
608,571101,dist,9/1/1968,AC,B&S,rigid,,7,72.97985729
609,573700,dist,3/1/1975,CI,Caulked,rigid,,11,217.9089281
610,553202,dist,6/1/1958,CI,Caulked,rigid,,1,1116.716994
611,574300,dist,7/1/1948,CI,Caulked,rigid,,6,61.73348084
612,554519,dist,7/1/1947,CI,,,,12,98.75568526
613,110117,dist,6/1/1944,CI,Caulked,rigid,Y,6,444.2677505
614,536104,dist,8/1/1942,CI,Caulked,rigid,Y,7,457.2892819
616,110007,dist,10/1/1954,CI,Caulked,rigid,Y,6,93.98626669
617,575201,dist,11/1/1971,CI,Caulked,rigid,,2,403.2523041
618,110117,dist,11/1/1962,CI,Caulked,rigid,Y,5,250.7056768
619,573902,dist,11/1/1947,CI,,,,10,232.5916033
620,554522,dist,2/1/1960,CI,,,,5,348.019174
621,554522,dist,11/1/1901,AC,B&S,rigid,,12,73.89546347
622,554522,dist,2/1/1950,CI,Caulked,rigid,Y,5,154.9415909
623,573902,dist,7/1/1938,CI,,,Y,6,449.1480131
624,573902,dist,7/1/1948,CI,Caulked,rigid,Y,17,141.4848364
625,555202,dist,3/1/1943,CI,Rubber Gasket,flexible,Y,8,601.1082395
626,551801,dist,5/1/1968,AC,B&S,rigid,,8,650.8607556
627,551802,dist,7/1/1952,CI,,,Y,5,132.1392094
628,551700,dist,3/1/1930,CI,Caulked,rigid,Y,6,177.3093569
629,552001,dist,11/1/1978,CI,Caulked,rigid,,7,153.8363832
630,552001,dist,9/1/1912,DI,,,,16,398.8536185
631,552001,dist,10/1/1932,CI,Rubber Gasket,flexible,,7,39.4082949
632,551802,dist,6/1/1953,AC,B&S,rigid,,8,645.8481226
633,551502,dist,11/1/1944,AC,B&S,rigid,,1,117.0550436
634,551700,dist,10/1/1954,CI,Caulked,rigid,Y,3,559.4239544
635,551502,dist,7/1/1993,DI,,,,4,112.2410443
636,551900,dist,9/1/1977,CI,Caulked,rigid,,13,260.2244723
638,551700,dist,9/1/1939,CI,Caulked,rigid,Y,2,328.2805901
639,551203,dist,4/1/1937,CI,Rubber Gasket,flexible,,14,461.9319059
640,542401,dist,9/1/1946,CI,Caulked,rigid,,12,822.8078173
641,542402,dist,8/1/1985,DI,EQ joint,robust,,7,219.1778075
642,570402,dist,11/1/1927,CI,Caulked,rigid,Y,1,81.46394077
643,555106,dist,1/1/1957,AC,B&S,rigid,,10,198.2136039
644,555107,dist,6/1/1900,CI,,,,13,60.23579162
645,571102,dist,10/1/1998,AC,B&S,rigid,,6,561.111366
646,570403,dist,11/1/1954,CI,,,,10,83.9676597
647,570403,dist,4/1/1945,DI,,,,5,97.69103717
648,555107,dist,11/1/1952,DI,,,,15,381.9725114
649,555107,dist,1/1/1930,CI,Caulked,rigid,,1,54.58779166
650,554516,dist,12/1/1977,CI,Caulked,rigid,,6,570.265819
651,555202,dist,7/1/1986,CI,Caulked,rigid,,11,259.0266953
652,554514,dist,9/1/1953,STL,Arc-welded,robust,Y,9,238.3335721
653,110006,dist,6/1/1994,STL,Arc-welded,robust,,11,197.8801145
654,543306,dist,2/1/1965,STL,Arc-welded,robust,Y,4,1633.620786
655,544002,dist,7/1/1943,CI,Rubber Gasket,flexible,,4,769.9937292
656,542502,dist,3/1/1920,HDPE,,,,13,820.7622457
657,543203,dist,6/1/1955,CI,Rubber Gasket,flexible,,16,133.6610542
658,110006,dist,4/1/1947,CI,Caulked,rigid,Y,16,305.5253661
659,110006,dist,3/1/1965,STL,Arc-welded,robust,,15,228.0390667
660,570902,dist,2/1/1963,CI,Caulked,rigid,Y,16,248.5145452
661,570901,dist,12/1/1941,CI,,,Y,9,69.57206812
662,570703,dist,4/1/1968,CI,,,,20,143.0350758
663,570703,dist,4/1/1982,CI,Caulked,rigid,,1,433.0375179
664,570204,dist,7/1/1971,CI,Caulked,rigid,Y,17,401.9932031
665,535802,dist,5/1/1901,CI,Caulked,rigid,,2,1642.889323
666,543305,dist,2/1/1962,CI,,,,22,991.7448473
667,554801,dist,3/1/1971,STL,Gas welded,brittle,,12,251.582011
668,541603,dist,3/1/1960,DI,EQ joint,robust,,2,296.0635605
669,542501,dist,9/1/1935,AC,,,,4,147.2740063
670,542502,dist,7/1/1966,DI,EQ joint,robust,,16,390.0899473
671,980012,dist,7/1/1951,CI,Caulked,rigid,,6,237.1609608
672,542700,dist,2/1/1987,CI,Caulked,rigid,,12,457.2760644
673,541300,dist,7/1/1923,AC,B&S,rigid,,9,139.8549557
675,543305,dist,5/1/1932,CI,,,Y,9,679.7579136
676,570901,dist,6/1/1949,DI,Rubber Gasket,flexible,,7,109.8866609
677,570901,dist,1/1/1966,CI,Caulked,rigid,,1,135.0444179
678,570901,dist,5/1/1913,DI,Rubber Gasket,flexible,,12,29.37506176
679,570902,dist,9/1/1988,CI,Caulked,rigid,,7,116.1835969
680,570701,dist,12/1/1944,CI,Caulked,rigid,Y,2,352.2992742
681,570901,dist,8/1/1967,CI,Caulked,rigid,Y,7,125.2870416
682,570305,dist,1/1/1922,AC,B&S,rigid,,1,174.0794463
683,570305,dist,10/1/1957,STL,Arc-welded,robust,,17,172.4810282
685,552700,dist,3/1/1941,STL,Gas welded,brittle,Y,4,721.8508938
686,555211,dist,2/1/1947,CI,Caulked,rigid,Y,9,218.9966813
688,552200,dist,12/1/1945,STL,Gas welded,brittle,Y,17,853.6106739
689,541300,dist,1887-9-1,CI,Caulked,rigid,,11,545.4296599
691,552800,dist,12/1/1982,CI,Caulked,rigid,,12,335.3890509
692,552900,dist,8/1/1986,CI,Caulked,rigid,,1,402.6022286
693,555001,dist,7/1/1950,CI,Caulked,rigid,,24,780.5675198
696,554801,dist,2/1/1987,CI,,,,1,104.1111504
697,554801,dist,2/1/1944,CI,,,,11,52.18392745
698,554801,dist,2/1/1989,CI,,,,1,393.9663351
699,554802,dist,1/1/1955,CI,,,Y,8,847.5049823
700,552100,dist,9/1/1935,CI,Caulked,rigid,,7,361.7302657
701,554522,dist,11/1/1989,CI,Caulked,rigid,,5,258.4548401
702,555001,dist,10/1/1998,CI,Caulked,rigid,,12,203.5479318
703,555002,dist,2/1/1957,STL,Gas welded,brittle,Y,15,20.37433439
704,554900,dist,7/1/1961,CI,Caulked,rigid,,8,79.05006256
705,554900,dist,7/1/1943,CI,Caulked,rigid,Y,16,358.2722078
706,572700,dist,2/1/1979,CI,,,,6,164.2518749
707,575101,dist,9/1/1933,AC,B&S,rigid,,7,403.3719666
708,570602,dist,7/1/1911,CI,Caulked,rigid,Y,5,199.6290618
709,571900,dist,6/1/1981,CI,Caulked,rigid,,5,257.6939661
710,572001,dist,5/1/1967,CI,Caulked,rigid,,10,1064.154428
711,570504,dist,8/1/1941,CI,Caulked,rigid,,19,500.0758759
712,570502,dist,10/1/1965,CI,,,Y,1,503.5485996
713,570602,dist,10/1/1952,CI,Caulked,rigid,,11,64.20822874
714,551501,dist,12/1/1920,CI,Caulked,rigid,Y,10,137.7581553
715,551402,dist,6/1/1967,CI,,,Y,11,278.5830841
716,554513,dist,10/1/1992,DI,,,,14,100.0168393
717,543000,dist,11/1/1968,CI,Caulked,rigid,,20,586.347594
718,543100,dist,7/1/1960,AC,B&S,rigid,,12,355.3604899
719,571000,dist,8/1/1943,DI,,,,16,195.1886843
720,555001,dist,1/1/1962,CI,,,Y,5,158.2499078
721,571101,dist,9/1/1986,AC,B&S,rigid,,23,395.7750588
722,571202,dist,7/1/1979,CI,,,,3,119.9816692
723,554521,dist,12/1/1913,AC,,,,10,416.2003699
724,540202,dist,4/1/1944,CI,,,Y,20,433.5752409
725,536102,dist,6/1/1956,CI,Rubber Gasket,flexible,Y,12,542.1898918
726,542800,dist,7/1/1924,CI,Caulked,rigid,,1,314.9694459
727,542800,dist,4/1/2013,CI,Caulked,rigid,,2,302.2517702
728,110108,dist,8/1/1946,CI,Rubber Gasket,flexible,Y,8,144.1584431
729,110102,dist,2/1/1969,CI,Caulked,rigid,,3,26.33041851
730,575002,dist,5/1/2003,CI,,,,3,183.508817
731,574202,dist,9/1/1996,CI,Caulked,rigid,,5,703.9874558
733,554106,dist,12/1/2011,CI,Caulked,rigid,,5,428.3108314
734,542800,dist,4/1/1947,CI,Caulked,rigid,,5,302.3047446
735,574000,dist,9/1/1941,CI,,,,1,354.7839555
736,543321,dist,12/1/1977,CI,Caulked,rigid,,10,189.244693
737,554513,dist,8/1/1930,CI,Caulked,rigid,,2,83.90282216
739,110117,dist,1896-10-1,CI,Caulked,rigid,Y,21,394.7920294
740,110006,dist,10/1/1993,CI,Caulked,rigid,,9,194.2314988
741,110104,dist,10/1/1983,CI,,,,12,4044.440674
742,551700,dist,4/1/1967,CI,,,,12,525.0554389
743,551700,dist,1/1/1953,CI,,,,5,212.0265427
744,551700,dist,6/1/1963,CI,Caulked,rigid,,7,88.36430018
745,553400,dist,6/1/1921,CI,Caulked,rigid,,11,37.92594519
747,536202,dist,11/1/1942,CI,Caulked,rigid,Y,4,611.1422053
748,536201,dist,11/1/1944,CI,,,,23,305.2996609
749,575101,dist,8/1/1919,CI,,,Y,19,50.81498297
750,574800,dist,3/1/1929,CI,Caulked,rigid,,5,242.3568759
751,554517,dist,12/1/1912,CI,Caulked,rigid,Y,1,358.3243024
752,552001,dist,12/1/1974,CI,Caulked,rigid,,7,173.7215267
753,570001,dist,3/1/1957,CI,Caulked,rigid,,1,106.0040476
754,570001,dist,1/1/1978,CI,Caulked,rigid,,6,365.8398805
755,542200,dist,10/1/1961,CI,,,Y,23,174.3922972
756,541401,dist,9/1/1949,CI,Rubber Gasket,flexible,Y,20,402.1856839
757,110108,dist,4/1/1910,CI,Caulked,rigid,Y,13,327.3453533
758,554700,dist,6/1/1941,CI,,,Y,7,260.4947742
759,554700,dist,10/1/1964,DI,EQ joint,robust,,9,367.5318665
760,555002,dist,3/1/1995,CI,Caulked,rigid,,9,171.8024934
762,543305,dist,11/1/1934,CI,Caulked,rigid,,11,813.3955761
763,573401,dist,3/1/1907,CI,Caulked,rigid,,15,199.2730551
766,574300,dist,9/1/1939,DI,,,,4,599.4118058
767,574400,dist,1/1/1966,CI,,,Y,8,279.3199196
768,574300,dist,7/1/1952,STL,Arc-welded,robust,Y,17,39.20518556
769,574201,dist,12/1/1948,CI,Rubber Gasket,flexible,,1,661.3785537
770,543321,dist,4/1/1920,DI,,,,7,1288.95063
771,542700,dist,3/1/1918,CI,Caulked,rigid,Y,6,634.2553983
774,110102,dist,5/1/1955,CI,Rubber Gasket,flexible,,2,151.7766226
775,543203,dist,1891-11-1,CI,Caulked,rigid,Y,2,85.3613273
776,574400,dist,9/1/1972,STL,Arc-welded,robust,,21,311.2327758
777,551204,dist,4/1/1974,AC,,,,2,494.5255309
778,551204,dist,4/1/1918,DI,,,,12,87.69427208
779,551201,dist,1/1/1965,CI,Caulked,rigid,Y,7,96.36690795
780,574400,dist,1/1/1959,CI,Caulked,rigid,,9,262.456865
781,574300,dist,10/1/1945,CI,Caulked,rigid,,4,171.2078748
782,574300,dist,5/1/1913,CI,Caulked,rigid,Y,1,381.2645583
783,573700,dist,12/1/1968,CI,Caulked,rigid,,5,148.0998443
784,574000,dist,7/1/1950,CI,Caulked,rigid,,11,345.4674714
785,574400,dist,1897-5-1,CI,,,,9,295.1675368
786,574300,dist,9/1/1958,CI,Caulked,rigid,,4,323.5608532
787,571102,dist,7/1/1934,AC,,,,23,388.464012
788,573700,dist,10/1/1969,DI,,,,12,579.8254701
789,571101,dist,1/1/1930,CI,Caulked,rigid,,1,401.7213501
790,573700,dist,7/1/1920,CI,Caulked,rigid,Y,6,353.8378736
791,570001,dist,2/1/1940,CI,Caulked,rigid,Y,9,1645.223259
792,570901,dist,8/1/1933,CI,Caulked,rigid,Y,24,222.0234285
793,554521,dist,12/1/1966,CI,Caulked,rigid,,8,238.304643
794,570001,dist,9/1/1916,STL,Arc-welded,robust,,17,222.6837382
795,110117,dist,2/1/1946,AC,B&S,rigid,,2,480.4324301
796,570703,dist,6/1/1961,DI,EQ joint,robust,,18,48.15946931
797,543306,dist,12/1/1960,CI,Caulked,rigid,Y,19,159.1288755
798,571300,dist,11/1/1959,CI,Caulked,rigid,,5,765.0372316
799,554301,dist,2/1/1973,CI,Caulked,rigid,,9,602.4785194
801,553901,dist,6/1/1998,AC,B&S,rigid,,9,1018.326024
804,570701,dist,8/1/1920,CI,Caulked,rigid,,21,704.0093076
805,554513,dist,6/1/1906,CI,Caulked,rigid,Y,9,91.11302424
806,574902,dist,3/1/1984,CI,Caulked,rigid,,3,324.7440443
807,575001,dist,2/1/1943,CI,Caulked,rigid,Y,18,191.2175231
808,540102,dist,8/1/1979,STL,,,,18,1269.281588
809,553601,dist,1890-10-1,AC,,,,6,244.0210149
812,540203,dist,8/1/1928,CI,Caulked,rigid,Y,3,237.9696532
813,540300,dist,5/1/1939,STL,Gas welded,brittle,Y,17,775.9931323
814,543305,dist,5/1/1938,DI,EQ joint,robust,,1,626.4126074
815,554802,dist,6/1/1931,STL,Arc-welded,robust,,2,210.6678634
816,554802,dist,9/1/1961,CI,Caulked,rigid,Y,8,136.1731069
817,554802,dist,7/1/1958,CI,,,Y,2,160.6847705
818,554802,dist,6/1/1970,STL,,,,23,276.1487211
819,110006,dist,11/1/1968,CI,Caulked,rigid,Y,5,322.5382456
820,551300,dist,4/1/1964,CI,Caulked,rigid,Y,5,99.69663656
821,551700,dist,1/1/1913,CI,Rubber Gasket,flexible,,3,251.3510268
822,574400,dist,8/1/1963,AC,,,,12,184.1601876
823,110015,dist,11/1/1948,STL,Arc-welded,robust,,22,321.1276574
824,542000,dist,8/1/1985,CI,Caulked,rigid,,6,646.4420859
825,573102,dist,1891-6-1,CI,,,Y,12,511.4107579
827,573102,dist,10/1/1970,CI,Caulked,rigid,,10,167.1818116
828,110007,dist,6/1/1959,DI,,,,3,273.8852013
829,572700,dist,10/1/1951,CI,,,,1,1160.961999
830,110117,dist,8/1/1958,STL,Gas welded,brittle,Y,21,889.0187768
832,571202,dist,4/1/1953,DI,EQ joint,robust,,18,156.2633479
833,554521,dist,1/1/1935,AC,B&S,rigid,,4,155.6965434
834,575002,dist,3/1/1987,CI,Caulked,rigid,,15,393.660618
835,574901,dist,2/1/1955,CI,,,Y,24,657.4075028
836,110006,dist,5/1/1949,DI,Rubber Gasket,flexible,,2,257.9795044
837,575001,dist,12/1/1940,CI,Caulked,rigid,Y,23,554.1339461
838,575002,dist,4/1/1932,CI,Caulked,rigid,Y,7,202.6835348
839,577000,dist,4/1/1934,CI,Caulked,rigid,,10,401.95562
840,577000,dist,12/1/2002,CI,Caulked,rigid,,12,469.2730074
841,574202,dist,9/1/1951,CI,Caulked,rigid,Y,6,202.6645303
842,571900,dist,3/1/1946,CI,Caulked,rigid,,7,928.5084315
843,571704,dist,5/1/1977,CI,Caulked,rigid,,3,367.0667225
844,536102,dist,3/1/1941,CI,,,Y,4,174.3826703
845,536102,dist,7/1/1951,DI,,,,6,142.9940748
846,542602,dist,11/1/1938,DI,,,,10,803.1058793
847,542700,dist,8/1/1967,CI,Caulked,rigid,,6,178.3766355
848,541500,dist,4/1/1912,CI,Caulked,rigid,,11,612.907764
849,570901,dist,7/1/1953,CI,Caulked,rigid,,3,411.23197
850,577602,dist,1/1/1999,DI,,,,5,175.2121912
851,110111,dist,10/1/1983,CI,Caulked,rigid,,8,26.65499709
852,540501,dist,11/1/1985,CI,Caulked,rigid,,15,297.5835756
853,536202,dist,8/1/1932,DI,Rubber Gasket,flexible,,8,123.6853008
855,536202,dist,12/1/1999,STL,Gas welded,brittle,,12,166.5083456
856,573003,dist,2/1/1992,CI,,,,4,805.1943114
857,544002,dist,4/1/1925,CI,Caulked,rigid,Y,6,66.86053345
858,554900,dist,12/1/1959,CI,Caulked,rigid,Y,21,397.3439389
859,541603,dist,9/1/1944,CI,Caulked,rigid,Y,6,510.0795744
860,572600,dist,7/1/1951,CI,Caulked,rigid,,4,100.6097623
862,570701,dist,5/1/1960,CI,Caulked,rigid,Y,10,214.4102227
863,536104,dist,9/1/1951,CI,Caulked,rigid,,8,210.0847445
