record_no,syszone,use_type,inst_date,material,joint,joint_type,cathodic,diameter,length_ft
349,553602,dist,1943-2-1,AC,B&S,rigid,,11.000000000000000,112.231528689132000
350,550101,dist,1958-10-1,CI,Caulked,rigid,Y,7.000000000000000,299.085254519295000
351,570303,dist,1920-6-1,DI,EQ joint,robust,,2.000000000000000,44.704836302855600
352,555300,dist,1932-9-1,CI,,,,14.000000000000000,171.650565680903000
353,110117,dist,1982-7-1,STL,Arc-welded,robust,,19.000000000000000,364.994775221876000
354,536201,dist,1948-12-1,CI,Caulked,rigid,Y,7.000000000000000,252.312335532577000
355,536102,dist,1974-5-1,DI,,,,4.000000000000000,373.840511134682000
356,571102,dist,1975-2-1,CI,Caulked,rigid,,9.000000000000000,353.211992377541000
357,554001,dist,1951-1-1,CI,Caulked,rigid,,7.000000000000000,805.066106590630000
358,574100,dist,1938-12-1,CI,Rubber Gasket,flexible,Y,18.000000000000000,46.675300030810900
359,110117,dist,1969-12-1,AC,B&S,rigid,,18.000000000000000,229.891955503271000
360,570203,dist,1919-4-1,CI,Caulked,rigid,,18.000000000000000,767.195757977648000
361,573004,dist,1964-2-1,CI,Caulked,rigid,Y,5.000000000000000,978.487118345651000
362,578000,dist,1963-10-1,CI,Caulked,rigid,Y,12.000000000000000,360.585900895683000
363,578000,dist,1917-8-1,CI,Caulked,rigid,,12.000000000000000,95.128432334714100
364,553000,dist,1950-8-1,CI,Caulked,rigid,Y,8.000000000000000,133.911582107139000
365,553100,dist,1897-8-1,CI,,,Y,9.000000000000000,392.804779033681000
366,552601,dist,1971-5-1,CI,Caulked,rigid,Y,10.000000000000000,887.446185908146000
367,552900,dist,1966-11-1,AC,B&S,rigid,,3.000000000000000,396.932458731851000
368,553000,dist,1948-4-1,CI,Caulked,rigid,,6.000000000000000,504.820884195995000
369,552602,dist,1992-5-1,CI,Rubber Gasket,flexible,,8.000000000000000,243.551240582970000
370,551102,dist,1974-12-1,CI,,,,4.000000000000000,125.785864189139000
371,110117,dist,1946-6-1,CI,Caulked,rigid,Y,6.000000000000000,396.230459085121000
372,572202,dist,1960-7-1,CI,,,,24.000000000000000,1812.242815650540000
373,550301,dist,1939-8-1,CI,Caulked,rigid,,9.000000000000000,426.305879675741000
374,553000,dist,1939-1-1,DI,Rubber Gasket,flexible,,12.000000000000000,775.764200185575000
375,553000,dist,1936-6-1,CI,Rubber Gasket,flexible,,3.000000000000000,476.415761067823000
376,110006,dist,1905-8-1,CI,Caulked,rigid,Y,4.000000000000000,959.531066389725000
377,572500,dist,1932-9-1,STL,,,,3.000000000000000,77.524612971559700
378,574500,dist,1959-5-1,STL,Arc-welded,robust,,16.000000000000000,348.177764167589000
379,572201,dist,1973-11-1,CI,Caulked,rigid,,7.000000000000000,635.407943142287000
380,572201,dist,1956-7-1,STL,,,Y,17.000000000000000,119.799481857968000
381,573002,dist,1973-4-1,DI,EQ joint,robust,,23.000000000000000,1602.220559661600000
382,571703,dist,1950-11-1,CI,Rubber Gasket,flexible,,13.000000000000000,906.132158123258000
383,571800,dist,1937-2-1,STL,Arc-welded,robust,,6.000000000000000,1606.136090625940000
384,110015,dist,1981-12-1,CI,Caulked,rigid,,8.000000000000000,143.722768861644000
385,575401,dist,1936-5-1,CI,Caulked,rigid,Y,3.000000000000000,404.305341267578000
386,542601,dist,1930-11-1,CI,Rubber Gasket,flexible,,6.000000000000000,191.478238566589000
387,571502,dist,1970-1-1,CI,Rubber Gasket,flexible,,12.000000000000000,921.507892526023000
388,575001,dist,1969-12-1,CI,Rubber Gasket,flexible,,4.000000000000000,184.992663713712000
389,551102,dist,1972-11-1,CI,,,,6.000000000000000,308.285914630834000
390,554516,dist,1941-4-1,CI,,,,10.000000000000000,33.821216651091700
392,551300,dist,1917-10-1,DI,EQ joint,robust,,6.000000000000000,853.644717281101000
393,543305,dist,1913-7-1,CI,Caulked,rigid,Y,5.000000000000000,750.685228493768000
394,543321,dist,1966-5-1,DI,EQ joint,robust,,11.000000000000000,2846.129381845970000
395,543400,dist,1945-12-1,AC,B&S,rigid,,3.000000000000000,429.276375887904000
396,543321,dist,1982-3-1,CI,,,,4.000000000000000,454.103108461179000
397,554515,dist,1968-2-1,DI,,,,8.000000000000000,255.009344269045000
398,110106,dist,1964-5-1,STL,,,,20.000000000000000,854.677801020673000
399,110108,dist,2007-5-1,STL,Gas welded,brittle,,19.000000000000000,111.528837845241000
400,544002,dist,1972-5-1,AC,B&S,rigid,,9.000000000000000,192.863262070450000
402,110108,dist,1924-3-1,AC,B&S,rigid,,3.000000000000000,106.100551288049000
403,551900,dist,1966-4-1,DI,Rubber Gasket,flexible,,17.000000000000000,98.202912988351000
404,573101,dist,1970-1-1,CI,Caulked,rigid,,5.000000000000000,107.762145787728000
405,110108,dist,1913-4-1,CI,Caulked,rigid,Y,9.000000000000000,724.687921531703000
406,110108,dist,2016-9-1,CI,Caulked,rigid,,8.000000000000000,143.886375862733000
407,570404,dist,1978-12-1,DI,EQ joint,robust,,4.000000000000000,101.352359279442000
408,110006,dist,1944-10-1,CI,Caulked,rigid,,6.000000000000000,290.582996771634000
409,577900,dist,1958-4-1,CI,,,Y,12.000000000000000,743.244850094594000
410,110108,dist,1978-11-1,DI,,,,6.000000000000000,285.364008888398000
411,577700,dist,1939-1-1,CI,,,Y,5.000000000000000,267.331096532622000
412,572600,dist,1913-6-1,AC,B&S,rigid,,7.000000000000000,3113.074391443550000
413,555212,dist,1932-5-1,CI,,,Y,7.000000000000000,584.318239285711000
414,110108,dist,1963-7-1,STL,Gas welded,brittle,,10.000000000000000,178.952569271455000
417,571505,dist,1932-6-1,CI,Caulked,rigid,,12.000000000000000,382.872671868500000
418,571505,dist,1932-11-1,DI,,,,2.000000000000000,140.918154010068000
419,551101,dist,1978-12-1,DI,,,,5.000000000000000,367.412550981568000
420,571504,dist,1931-1-1,CI,,,Y,5.000000000000000,612.599419079350000
421,576403,dist,1960-9-1,CI,,,,11.000000000000000,201.237801791351000
422,573402,dist,1962-5-1,CI,Caulked,rigid,Y,9.000000000000000,199.659981237030000
423,570305,dist,1951-12-1,AC,,,,9.000000000000000,100.474555968966000
424,570305,dist,1932-6-1,CI,Caulked,rigid,Y,10.000000000000000,161.479966747334000
425,570305,dist,1945-9-1,CI,Caulked,rigid,Y,7.000000000000000,209.636435805027000
426,541801,dist,1934-2-1,STL,,,,8.000000000000000,42.418772123894500
427,543322,dist,1938-10-1,CI,Caulked,rigid,Y,9.000000000000000,111.597298655283000
428,541802,dist,1984-4-1,CI,,,,4.000000000000000,445.419172061215000
429,541402,dist,1948-7-1,AC,,,,4.000000000000000,673.141631072390000
430,572600,dist,1924-7-1,AC,B&S,rigid,,7.000000000000000,705.709930723288000
431,571800,dist,1993-11-1,CI,Caulked,rigid,,3.000000000000000,337.214399134500000
432,554521,dist,1954-6-1,AC,B&S,rigid,,10.000000000000000,194.077298740232000
433,570901,dist,1966-7-1,DI,,,,12.000000000000000,366.538225243416000
434,570902,dist,1973-9-1,CI,Rubber Gasket,flexible,,6.000000000000000,146.614566853230000
435,570701,dist,1968-7-1,CI,Rubber Gasket,flexible,,9.000000000000000,274.864110925502000
436,554515,dist,1957-4-1,CI,,,Y,15.000000000000000,150.796867406985000
437,554522,dist,1942-2-1,CI,Caulked,rigid,,2.000000000000000,258.915056653786000
439,570901,dist,1928-12-1,CI,Caulked,rigid,Y,7.000000000000000,108.639693960989000
440,554515,dist,1951-3-1,STL,Gas welded,brittle,Y,6.000000000000000,223.660121470301000
441,554522,dist,1958-7-1,CI,,,Y,6.000000000000000,368.139673561064000
443,570901,dist,1930-6-1,CI,Caulked,rigid,Y,5.000000000000000,137.426694520285000
444,555002,dist,1969-9-1,DI,EQ joint,robust,,3.000000000000000,251.076198030157000
445,555106,dist,1943-3-1,CI,Caulked,rigid,Y,9.000000000000000,150.818333326808000
446,555002,dist,1944-8-1,CI,Caulked,rigid,Y,11.000000000000000,393.879377609075000
447,555107,dist,1943-12-1,CI,,,,7.000000000000000,68.369559226565800
448,573402,dist,1916-12-1,CI,Caulked,rigid,,12.000000000000000,122.998052225138000
449,570703,dist,1950-5-1,AC,B&S,rigid,,11.000000000000000,84.243029620627500
450,555002,dist,1972-8-1,STL,Gas welded,brittle,,15.000000000000000,243.596062206599000
451,555001,dist,1951-4-1,STL,Gas welded,brittle,Y,1.000000000000000,51.037806788870300
452,553000,dist,1937-7-1,CI,Caulked,rigid,Y,8.000000000000000,167.388825623078000
453,573601,dist,1975-11-1,CI,Caulked,rigid,,3.000000000000000,496.920262108533000
454,551201,dist,1961-1-1,DI,,,,5.000000000000000,124.437454580405000
455,551201,dist,1954-1-1,CI,Caulked,rigid,Y,2.000000000000000,140.216866773938000
456,551700,dist,1937-6-1,STL,Arc-welded,robust,,7.000000000000000,213.323245622100000
457,542602,dist,1956-3-1,CI,,,Y,9.000000000000000,229.871346743862000
458,542602,dist,1935-8-1,CI,Rubber Gasket,flexible,Y,5.000000000000000,626.057582198151000
459,542601,dist,2010-12-1,CI,Caulked,rigid,,14.000000000000000,559.001526931660000
460,551700,dist,1981-6-1,DI,EQ joint,robust,,11.000000000000000,173.061864349731000
462,553901,dist,1928-9-1,CI,Caulked,rigid,,9.000000000000000,38.788042238340600
464,554519,dist,1942-10-1,CI,,,,1.000000000000000,199.746795368966000
465,570203,dist,1958-11-1,CI,Caulked,rigid,Y,4.000000000000000,112.850734350787000
466,536102,dist,2015-6-1,CI,Rubber Gasket,flexible,,14.000000000000000,670.732926962230000
467,553901,dist,2001-8-1,CI,Caulked,rigid,,13.000000000000000,359.254935566462000
468,554001,dist,1951-5-1,DI,,,,3.000000000000000,463.878164491485000
469,570703,dist,1963-6-1,DI,,,,10.000000000000000,664.779872593072000
470,554521,dist,1950-3-1,STL,Gas welded,brittle,,11.000000000000000,126.302067689709000
471,554521,dist,1921-11-1,CI,Caulked,rigid,Y,5.000000000000000,252.900268208714000
472,542104,dist,1983-6-1,CI,Rubber Gasket,flexible,,9.000000000000000,198.111687637869000
473,554513,dist,1982-5-1,CI,Caulked,rigid,,7.000000000000000,160.500213504937000
474,551501,dist,1971-5-1,CI,Caulked,rigid,Y,6.000000000000000,481.555741057123000
475,551501,dist,2004-1-1,DI,,,,7.000000000000000,251.293576749561000
476,551501,dist,1962-3-1,CI,Caulked,rigid,,8.000000000000000,200.719520832079000
477,554516,dist,1956-7-1,CI,Caulked,rigid,Y,24.000000000000000,193.547795416516000
478,577900,dist,1900-11-1,DI,EQ joint,robust,,8.000000000000000,118.152238396469000
479,554403,dist,1935-11-1,DI,,,,12.000000000000000,705.448260901072000
480,554405,dist,1934-9-1,CI,Caulked,rigid,,7.000000000000000,675.077133185355000
482,554521,dist,1939-2-1,CI,,,,11.000000000000000,72.564001192699100
483,542401,dist,1969-1-1,CI,Caulked,rigid,Y,2.000000000000000,54.885148452492000
484,554514,dist,2015-6-1,DI,EQ joint,robust,,2.000000000000000,210.868163607450000
485,554302,dist,1948-12-1,STL,Gas welded,brittle,,4.000000000000000,330.858808845094000
486,554514,dist,1921-12-1,DI,,,,24.000000000000000,115.034091806591000
487,555202,dist,1939-6-1,CI,Caulked,rigid,Y,1.000000000000000,69.389883347003300
488,554519,dist,1946-3-1,CI,,,Y,12.000000000000000,153.764127727152000
489,543304,dist,1960-6-1,CI,Rubber Gasket,flexible,,2.000000000000000,548.856056175004000
490,543304,dist,1938-2-1,CI,Caulked,rigid,,12.000000000000000,192.113657539028000
491,543201,dist,1977-11-1,CI,Rubber Gasket,flexible,,16.000000000000000,807.029505254616000
492,555106,dist,1953-9-1,DI,,,,5.000000000000000,192.557417551475000
493,555211,dist,1918-5-1,STL,Arc-welded,robust,Y,22.000000000000000,825.151139110008000
496,555211,dist,1931-11-1,CI,Caulked,rigid,,11.000000000000000,404.545610043562000
498,542501,dist,2005-3-1,DI,,,,8.000000000000000,93.025824793926200
500,554513,dist,1985-1-1,CI,Caulked,rigid,,4.000000000000000,102.913846797517000
501,541801,dist,1989-9-1,CI,Caulked,rigid,,8.000000000000000,352.091527792434000
502,571300,dist,1968-7-1,CI,,,,10.000000000000000,1208.112946800430000
503,536102,dist,1984-6-1,CI,Caulked,rigid,,1.000000000000000,141.120349147744000
504,110007,dist,1973-2-1,AC,B&S,rigid,,3.000000000000000,653.510231934094000
505,110006,dist,1955-10-1,AC,B&S,rigid,,7.000000000000000,786.926874951326000
506,553702,dist,1911-5-1,CI,Caulked,rigid,,9.000000000000000,222.518142188094000
507,110111,dist,1963-7-1,CI,Caulked,rigid,,1.000000000000000,229.867080406668000
509,554515,dist,1921-12-1,CI,Caulked,rigid,,1.000000000000000,260.566369335925000
510,554515,dist,1951-2-1,CI,Caulked,rigid,Y,2.000000000000000,63.662383484206000
511,578100,dist,1962-11-1,CI,Rubber Gasket,flexible,,9.000000000000000,366.526319217782000
512,578000,dist,1969-11-1,CI,Caulked,rigid,Y,3.000000000000000,813.010303724969000
513,572301,dist,1965-11-1,STL,Arc-welded,robust,Y,19.000000000000000,302.020232724030000
514,572600,dist,1953-8-1,STL,Arc-welded,robust,,10.000000000000000,283.312514844913000
515,110111,dist,1977-12-1,DI,,,,10.000000000000000,385.286601198088000
516,551201,dist,1991-4-1,HDPE,Fused,robust,,23.000000000000000,475.637896765990000
517,551300,dist,1965-12-1,CI,Caulked,rigid,Y,1.000000000000000,501.361280320538000
518,551700,dist,2017-9-1,CI,,,,14.000000000000000,249.354032760943000
520,110117,dist,1936-10-1,CI,Caulked,rigid,,7.000000000000000,81.022385152962800
521,572301,dist,1978-1-1,CI,Rubber Gasket,flexible,,9.000000000000000,494.303351156217000
522,572301,dist,1891-1-1,CI,Caulked,rigid,,19.000000000000000,424.092655785384000
523,577605,dist,1944-8-1,AC,,,,8.000000000000000,617.929545446489000
524,542502,dist,1948-12-1,CI,Caulked,rigid,,10.000000000000000,363.226118537305000
525,554514,dist,1951-7-1,CI,Caulked,rigid,,11.000000000000000,72.909301587290700
526,570404,dist,1976-12-1,CI,Caulked,rigid,,1.000000000000000,239.293810081116000
527,541604,dist,2017-8-1,STL,,,,2.000000000000000,499.002772945385000
528,570402,dist,1929-5-1,CI,Caulked,rigid,Y,1.000000000000000,358.077383739443000
529,577700,dist,1997-11-1,CI,Caulked,rigid,,2.000000000000000,210.330557577889000
530,552700,dist,1925-3-1,DI,,,,16.000000000000000,688.124039803556000
531,553000,dist,1989-5-1,DI,Rubber Gasket,flexible,,9.000000000000000,84.576538062541300
532,540501,dist,1907-2-1,CI,Caulked,rigid,Y,8.000000000000000,121.819243530784000
533,540501,dist,1978-4-1,CI,Rubber Gasket,flexible,,4.000000000000000,437.270031383260000
534,575201,dist,1949-10-1,CI,Caulked,rigid,Y,19.000000000000000,92.109950644893900
535,574400,dist,1918-3-1,CI,Caulked,rigid,,7.000000000000000,309.786359417050000
536,574300,dist,1933-7-1,STL,,,Y,11.000000000000000,258.377990441830000
537,574300,dist,1943-7-1,CI,Caulked,rigid,,4.000000000000000,270.970202289464000
538,571102,dist,1973-12-1,CI,,,,12.000000000000000,604.220950388113000
539,573601,dist,1978-8-1,AC,B&S,rigid,,9.000000000000000,565.446373040211000
540,573601,dist,1944-5-1,STL,Arc-welded,robust,,7.000000000000000,201.999523284482000
541,571101,dist,1940-6-1,CI,,,Y,3.000000000000000,376.297146862899000
542,574901,dist,2001-11-1,CI,Caulked,rigid,,9.000000000000000,312.178461143700000
543,110117,dist,1971-3-1,AC,B&S,rigid,,2.000000000000000,210.795423385877000
544,110117,dist,1984-6-1,DI,,,,10.000000000000000,124.108345170743000
545,544001,dist,1933-3-1,CI,Caulked,rigid,Y,20.000000000000000,828.623668119164000
546,553802,dist,1912-9-1,CI,Caulked,rigid,Y,10.000000000000000,374.589911169388000
547,553802,dist,1977-5-1,DI,,,,3.000000000000000,804.272681699170000
548,544002,dist,1998-4-1,CI,Caulked,rigid,,8.000000000000000,462.169073038382000
549,570402,dist,1900-4-1,STL,,,Y,17.000000000000000,356.699317611114000
550,110117,dist,1969-4-1,DI,EQ joint,robust,,8.000000000000000,288.939253936826000
551,542105,dist,1945-5-1,CI,Caulked,rigid,Y,1.000000000000000,816.878520840420000
552,543322,dist,1958-12-1,STL,Gas welded,brittle,Y,16.000000000000000,66.032842633485700
553,543304,dist,1956-3-1,CI,,,,4.000000000000000,292.252895868067000
554,543304,dist,1953-2-1,AC,B&S,rigid,,6.000000000000000,282.384239420974000
555,543304,dist,1916-11-1,CI,Caulked,rigid,,3.000000000000000,231.904296977199000
556,555107,dist,1949-7-1,CI,Caulked,rigid,Y,13.000000000000000,770.653342091380000
557,555107,dist,1946-8-1,CI,,,,11.000000000000000,350.049821406282000
558,110108,dist,1953-2-1,CI,,,,6.000000000000000,128.924284757344000
559,110117,dist,1999-1-1,CI,Caulked,rigid,,5.000000000000000,62.540759963388400
560,542602,dist,1997-5-1,CI,Caulked,rigid,,14.000000000000000,278.563087156493000
561,543322,dist,1972-4-1,DI,,,,7.000000000000000,439.065990261621000
562,980025,dist,1973-12-1,CI,Caulked,rigid,,11.000000000000000,275.487663481072000
563,543322,dist,1953-1-1,CI,Caulked,rigid,Y,3.000000000000000,702.149886577084000
564,571504,dist,1986-4-1,CI,Caulked,rigid,,12.000000000000000,828.789288431742000
565,570303,dist,1967-7-1,CI,Caulked,rigid,Y,10.000000000000000,598.206773588985000
566,552100,dist,2007-12-1,CI,,,,4.000000000000000,217.733507157747000
567,571300,dist,1938-3-1,CI,,,Y,1.000000000000000,724.787431270181000
568,571400,dist,1941-2-1,CI,,,Y,7.000000000000000,174.451939325951000
569,571102,dist,1976-3-1,AC,B&S,rigid,,9.000000000000000,433.500841062233000
570,553601,dist,1945-11-1,AC,B&S,rigid,,3.000000000000000,93.446545251689100
571,110117,dist,1925-4-1,CI,Caulked,rigid,Y,13.000000000000000,69.951376941023700
572,555202,dist,1970-10-1,CI,,,,23.000000000000000,525.286033360614000
573,573902,dist,1999-8-1,CI,Caulked,rigid,,1.000000000000000,528.849838678369000
575,554201,dist,1933-7-1,CI,Rubber Gasket,flexible,,3.000000000000000,348.952314645629000
577,554204,dist,1938-7-1,CI,Caulked,rigid,Y,9.000000000000000,260.094869306097000
578,554301,dist,1908-2-1,CI,Rubber Gasket,flexible,Y,12.000000000000000,294.022571586253000
579,554204,dist,1939-5-1,DI,Rubber Gasket,flexible,,3.000000000000000,275.769788425518000
580,570202,dist,1939-3-1,CI,Caulked,rigid,Y,1.000000000000000,98.998204695088600
581,570202,dist,1941-5-1,CI,Caulked,rigid,Y,2.000000000000000,208.234094920558000
582,573401,dist,1932-4-1,CI,Caulked,rigid,Y,10.000000000000000,389.378185386906000
583,570503,dist,1954-9-1,CI,,,,6.000000000000000,319.528605000014000
584,110117,dist,1936-9-1,STL,Arc-welded,robust,Y,23.000000000000000,370.399691381983000
585,570601,dist,1962-4-1,CI,Rubber Gasket,flexible,,20.000000000000000,1049.549439167560000
586,572001,dist,1936-12-1,CI,,,Y,11.000000000000000,862.345404596999000
587,571900,dist,1924-12-1,DI,Rubber Gasket,flexible,,2.000000000000000,396.602131276369000
588,571900,dist,1973-7-1,DI,EQ joint,robust,,9.000000000000000,353.742526326034000
589,573401,dist,1950-11-1,CI,Caulked,rigid,Y,5.000000000000000,207.471057546763000
590,573202,dist,1989-12-1,CI,Caulked,rigid,,9.000000000000000,805.666095660177000
591,570202,dist,2012-7-1,CI,Caulked,rigid,,9.000000000000000,550.615599869440000
592,570202,dist,1932-6-1,STL,Gas welded,brittle,Y,2.000000000000000,81.210964663010400
593,543000,dist,1987-5-1,CI,Caulked,rigid,,7.000000000000000,393.497402791986000
594,541500,dist,1951-4-1,CI,,,,10.000000000000000,244.384439657761000
595,541402,dist,1951-10-1,CI,Caulked,rigid,Y,8.000000000000000,759.499649682283000
596,542601,dist,1940-12-1,CI,Caulked,rigid,Y,17.000000000000000,423.601050982162000
597,542602,dist,1968-8-1,CI,Caulked,rigid,Y,4.000000000000000,831.670124006324000
598,542601,dist,1902-8-1,CI,,,Y,10.000000000000000,88.344491646203100
599,574400,dist,1918-11-1,CI,Caulked,rigid,Y,13.000000000000000,183.468258924738000
600,553701,dist,1978-6-1,CI,Caulked,rigid,,3.000000000000000,242.953182166530000
601,570701,dist,1940-5-1,CI,Caulked,rigid,,8.000000000000000,271.126569087403000
602,570001,dist,1908-1-1,CI,Caulked,rigid,Y,1.000000000000000,329.656390310669000
603,574300,dist,1967-3-1,CI,Caulked,rigid,Y,22.000000000000000,440.414082276994000
604,574300,dist,1952-1-1,CI,,,,1.000000000000000,94.479378829264200
605,574300,dist,1944-3-1,CI,Caulked,rigid,Y,11.000000000000000,309.133789282689000
606,571102,dist,1930-12-1,CI,Caulked,rigid,,12.000000000000000,399.371599567232000
607,573700,dist,1936-12-1,CI,Caulked,rigid,Y,5.000000000000000,1199.535492991880000
